username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink
"The Soska Sisters",twisted_twins,2018-02-24 11:12,17,21,"Here is the link to request that @realDonaldTrump appoints a commission for child sex abuse, we need 100k signatures in 30 days for the White House to see this! - https://petitions.whitehouse.gov/petition/petition-president-trump-appoint-presidential-commission-child-sex-abuse-america … Thank you for supporting this worthy cause to protect kids #TimesUp https://twitter.com/scottepantera/status/967476727537721344 …",,@realDonaldTrump,#TimesUp,"967477346222587905",https://twitter.com/twisted_twins/status/967477346222587905
"Doc Thompson’s Daily Mojo",DocThompsonShow,2018-02-24 09:01,28,33,"much of the #MeToo #TimesUp campaign is about 'playing victim' to get attention! IF NOT... then why aren't they telling THIS story: http://nyp.st/2otHvY3 #WhatILearnedToday @theblaze #WomensMarch2018 #Progressive",,@theblaze,#MeToo #TimesUp #WhatILearnedToday #WomensMarch2018 #Progressive,"967444271426088960",https://twitter.com/DocThompsonShow/status/967444271426088960
"Columbia Law School",ColumbiaLaw,2018-02-24 08:01,10,30,"Star litigator, same-sex marriage champion, and founding member of the #TimesUp Legal Defense Fund, Robbie Kaplan ’91 launched a new hybrid law firm and hired three recent Columbia Law School graduates as associates. https://buff.ly/2EREqHg #longreads pic.twitter.com/76n0JIZvyx",,,#TimesUp #longreads,"967429187907784704",https://twitter.com/ColumbiaLaw/status/967429187907784704
"Brie Larson",brielarson,2018-02-24 07:38,140,968,"Karla, I believe you. #TIMESUP stands with you, our sister, and all the other Mexican women who have spoken out #TimesupMxhttps://twitter.com/karlasouza7/status/966450600547241985 …",,,#TIMESUP #TimesupMxhttps,"967423451588829186",https://twitter.com/brielarson/status/967423451588829186
"Tom Glynn-Carney Updates",TomGCDaily,2018-02-24 06:07,19,58,"tomglynncarney: Thanks to @prada for the clobber. Had a great evening with brilliant people @bafta #2018 #timesup #mydatefionn pic.twitter.com/LfdOJUfJd9",,@prada @bafta,#2018 #timesup #mydatefionn,"967400698697670656",https://twitter.com/TomGCDaily/status/967400698697670656
"Strake Jesuit #Metoo Petition",AssaultEdu,2018-02-23 21:57,42,38,".@TexanTruth42 can I get a retweet? #metoo Petition to teach sexual assault Edu at all-boys schools. Over 2,600 signed! #TimesUp #strakejesuit #Houstonhttps://www.change.org/p/all-boys-schools-for-sexual-assault-education-and-prevention-houston …",,@TexanTruth42,#metoo #TimesUp #strakejesuit #Houstonhttps,"967277273845043200",https://twitter.com/AssaultEdu/status/967277273845043200
"kerry washington",kerrywashington,2018-02-23 21:34,237,1791,"And I stand with you Karla. XO #TimesUp #TimesUpMxhttps://twitter.com/karlasouza7/status/966450600547241985 …",,,#TimesUp #TimesUpMxhttps,"967271376825458688",https://twitter.com/kerrywashington/status/967271376825458688
"Jett Lynn-Lato",Jettlynnlato,2018-02-23 20:14,26,74,"Amen. I will gladly take my business to @USPS or @UPS #TimesUp #BoycottFedEx #MDSStrong",,@USPS @UPS,#TimesUp #BoycottFedEx #MDSStrong,"967251415021359106",https://twitter.com/Jettlynnlato/status/967251415021359106
"Melissa Fumero",melissafumero,2018-02-23 19:54,67,770,"Karla you are an incredible woman and I’m so honored to have gotten to know you a little bit this past year. I am so sorry you had endure this horror. I stand with you too and every woman who has spoken out. #TIMESUP https://twitter.com/jainaleeortiz/status/967243566060789761 …",,,#TIMESUP,"967246334301429760",https://twitter.com/melissafumero/status/967246334301429760
"Chris Gardner",chrissgardner,2018-02-23 19:46,40,173,"Today in NYC, #JenniferLawrence let it slip that she, @IAmCattSadler have teamed on TV series w/no other details. I tracked down source who tells me that its #MeToo #TimesUp docuseries project with doc filmmaker @stephsoechtig & they're looking for distribhttps://www.hollywoodreporter.com/live-feed/jennifer-lawrence-catt-sadler-prepping-metoo-times-up-movement-tv-docuseries-1088150 …",,@IAmCattSadler @stephsoechtig,#JenniferLawrence #MeToo #TimesUp,"967244346587140097",https://twitter.com/chrissgardner/status/967244346587140097
